Input File,Rank Method,Feature Selection,Model Type,Average Type,Number of Features,Removed Features,Best K-Fold F1 Score,Accuracy,Precision,Recall,F1 Score,FPR,FNR,Ranking Time,Feature Selection Time,Evaluation Time,Total Time
function,SP,RFE,RF,micro,13,"crc_rate, pressure_measurement",0.9897,0.9871,0.9871,0.9871,0.9871,0.0015,0.1135,0.2713,140.3831,67.1213,207.7756
function,WFI-XGB,RFE,RF,micro,12,"function, pressure_measurement, address",0.9899,0.9871,0.9871,0.9871,0.9871,0.0015,0.1148,3.5413,118.1741,67.2535,188.969
function,SP,RFE,RF,weighted,13,"crc_rate, pressure_measurement",0.9894,0.9871,0.9869,0.9871,0.9869,0.0015,0.1135,0.2713,140.3831,66.5244,207.1788
function,WFI-XGB,RFE,RF,weighted,12,"function, pressure_measurement, address",0.9896,0.9871,0.9868,0.9871,0.9869,0.0015,0.1148,3.5413,118.1741,68.0337,189.7491
function,SP,None,RF,micro,15,,0.9899,0.987,0.987,0.987,0.987,0.0015,0.1161,0.2713,8.3521,72.7778,81.4012
function,WFI-RF,None,RF,micro,15,,0.9899,0.987,0.987,0.987,0.987,0.0015,0.1161,7.6107,8.1132,73.407,89.1308
function,WFI-XGB,None,RF,micro,15,,0.9899,0.987,0.987,0.987,0.987,0.0015,0.1161,3.5413,8.2624,74.1028,85.9065
function,WFI-RF,None,RF,weighted,15,,0.9895,0.987,0.9867,0.987,0.9867,0.0015,0.1161,7.6107,8.1132,74.2324,89.9563
function,SP,None,RF,weighted,15,,0.9895,0.987,0.9867,0.987,0.9867,0.0015,0.1161,0.2713,8.3521,74.6111,83.2345
function,WFI-XGB,None,RF,weighted,15,,0.9895,0.987,0.9867,0.987,0.9867,0.0015,0.1161,3.5413,8.2624,72.9117,84.7154
function,WFI-RF,rem_1,RF,micro,14,pressure_measurement,0.9898,0.9869,0.9869,0.9869,0.9869,0.0015,0.1135,7.6107,8.1132,62.7743,78.4982
function,WFI-XGB,rem_1,RF,micro,14,address,0.9898,0.9869,0.9869,0.9869,0.9869,0.0015,0.1173,3.5413,8.2624,72.8105,84.6142
function,WFI-RF,rem_1,RF,weighted,14,pressure_measurement,0.9895,0.9869,0.9867,0.9869,0.9867,0.0015,0.1135,7.6107,8.1132,61.37,77.0938
function,WFI-XGB,rem_1,RF,weighted,14,address,0.9895,0.9869,0.9866,0.9869,0.9867,0.0015,0.1173,3.5413,8.2624,77.1574,88.9611
function,WFI-XGB,SPFS,RF,micro,15,,0.9897,0.9869,0.9869,0.9869,0.9869,0.0015,0.1161,3.5413,70.686,74.4607,148.6881
function,WFI-XGB,SPFS,RF,weighted,15,,0.9893,0.9869,0.9866,0.9869,0.9866,0.0015,0.1161,3.5413,70.686,74.0131,148.2404
function,WFI-XGB,rem_2,RF,micro,13,"pressure_measurement, address",0.9897,0.9868,0.9868,0.9868,0.9868,0.0015,0.1148,3.5413,8.2624,65.8471,77.6508
function,WFI-XGB,rem_2,RF,weighted,13,"pressure_measurement, address",0.9894,0.9868,0.9865,0.9868,0.9865,0.0015,0.1148,3.5413,8.2624,64.5216,76.3253
function,WFI-RF,rem_2,RF,micro,13,"pressure_measurement, address",0.9898,0.9867,0.9867,0.9867,0.9867,0.0015,0.1161,7.6107,8.1132,64.9786,80.7024
function,WFI-RF,RFE,RF,micro,12,"crc_rate, pressure_measurement, address",0.9894,0.9867,0.9867,0.9867,0.9867,0.0015,0.1148,7.6107,119.0163,66.4172,193.0441
function,WFI-RF,RFE,RF,weighted,12,"crc_rate, pressure_measurement, address",0.9891,0.9867,0.9864,0.9867,0.9865,0.0015,0.1148,7.6107,119.0163,65.5348,192.1618
function,WFI-RF,rem_2,RF,weighted,13,"pressure_measurement, address",0.9895,0.9867,0.9865,0.9867,0.9865,0.0015,0.1161,7.6107,8.1132,65.1027,80.8266
function,WFI-RF,SPFS,RF,micro,15,,0.9899,0.9866,0.9866,0.9866,0.9866,0.0015,0.1199,7.6107,89.7379,74.1535,171.502
function,SP,SPFS,RF,weighted,15,,0.9893,0.9866,0.9863,0.9866,0.9863,0.0015,0.1199,0.2713,139.4981,72.7372,212.5066
function,SP,SPFS,RF,micro,15,,0.9896,0.9866,0.9866,0.9866,0.9866,0.0015,0.1199,0.2713,139.4981,75.1577,214.9271
function,SP,rem_1,RF,micro,14,control_scheme,0.989,0.9866,0.9866,0.9866,0.9866,0.0015,0.1224,0.2713,8.3521,76.689,85.3124
function,WFI-RF,SPFS,RF,weighted,15,,0.9896,0.9866,0.9863,0.9866,0.9863,0.0015,0.1199,7.6107,89.7379,72.2276,169.5761
function,SP,rem_1,RF,weighted,14,control_scheme,0.9885,0.9866,0.9862,0.9866,0.9862,0.0015,0.1224,0.2713,8.3521,75.18,83.8034
function,WFI-RF,rem_3,RF,micro,12,"solenoid, pressure_measurement, address",0.9873,0.9855,0.9855,0.9855,0.9855,0.0026,0.1327,7.6107,8.1132,64.5516,80.2754
function,WFI-RF,rem_3,RF,weighted,12,"solenoid, pressure_measurement, address",0.9871,0.9855,0.9852,0.9855,0.9852,0.0026,0.1327,7.6107,8.1132,64.6412,80.3651
function,WFI-XGB,rem_3,RF,micro,12,"solenoid, pressure_measurement, address",0.9873,0.9854,0.9854,0.9854,0.9854,0.0026,0.1352,3.5413,8.2624,64.8469,76.6506
function,WFI-XGB,rem_3,RF,weighted,12,"solenoid, pressure_measurement, address",0.9871,0.9854,0.985,0.9854,0.9851,0.0026,0.1352,3.5413,8.2624,67.0715,78.8752
function,SP,None,XGB,micro,15,,0.9873,0.9853,0.9853,0.9853,0.9853,0.0006,0.1276,0.2713,2.6469,21.8385,24.7566
function,WFI-RF,None,XGB,micro,15,,0.9873,0.9853,0.9853,0.9853,0.9853,0.0006,0.1276,7.6107,2.7278,23.5335,33.8719
function,WFI-XGB,None,XGB,micro,15,,0.9873,0.9853,0.9853,0.9853,0.9853,0.0006,0.1276,3.5413,2.8595,24.2904,30.6913
function,WFI-RF,None,XGB,weighted,15,,0.987,0.9853,0.9854,0.9853,0.9851,0.0006,0.1276,7.6107,2.7278,23.1608,33.4992
function,SP,None,XGB,weighted,15,,0.987,0.9853,0.9854,0.9853,0.9851,0.0006,0.1276,0.2713,2.6469,21.317,24.2352
function,WFI-XGB,None,XGB,weighted,15,,0.987,0.9853,0.9854,0.9853,0.9851,0.0006,0.1276,3.5413,2.8595,21.7202,28.1211
function,SP,SPFS,XGB,micro,15,,0.9863,0.9852,0.9852,0.9852,0.9852,0.0007,0.1276,0.2713,30.7238,21.6013,52.5964
function,WFI-RF,SPFS,XGB,micro,15,,0.9863,0.9852,0.9852,0.9852,0.9852,0.0007,0.1276,7.6107,30.9727,23.8124,62.3957
function,WFI-RF,SPFS,XGB,weighted,15,,0.986,0.9852,0.9852,0.9852,0.985,0.0007,0.1276,7.6107,30.9727,23.191,61.7743
function,SP,SPFS,XGB,weighted,15,,0.986,0.9852,0.9852,0.9852,0.985,0.0007,0.1276,0.2713,30.7238,23.6398,54.6349
function,WFI-XGB,RFE,XGB,weighted,14,address,0.986,0.9852,0.9852,0.9852,0.985,0.0007,0.1276,3.5413,46.4898,25.1868,75.2179
function,WFI-XGB,SPFS,XGB,weighted,15,,0.986,0.9852,0.9852,0.9852,0.985,0.0007,0.1276,3.5413,34.7657,23.802,62.109
function,WFI-XGB,rem_1,XGB,weighted,14,address,0.986,0.9852,0.9852,0.9852,0.985,0.0007,0.1276,3.5413,2.8595,23.5095,29.9103
function,WFI-XGB,rem_4,RF,micro,11,"solenoid, address, pressure_measurement, control_scheme",0.9865,0.9851,0.9851,0.9851,0.9851,0.0029,0.1339,3.5413,8.2624,68.3123,80.116
function,WFI-XGB,rem_4,RF,weighted,11,"solenoid, address, pressure_measurement, control_scheme",0.9862,0.9851,0.9847,0.9851,0.9848,0.0029,0.1339,3.5413,8.2624,66.0619,77.8655
function,WFI-XGB,rem_1,XGB,micro,14,address,0.9863,0.985,0.985,0.985,0.985,0.0006,0.162,3.5413,2.8595,21.5152,27.916
function,WFI-RF,rem_4,RF,weighted,11,"solenoid, address, pressure_measurement, control_scheme",0.9862,0.985,0.9846,0.985,0.9847,0.0029,0.1314,7.6107,8.1132,67.154,82.8778
function,WFI-XGB,SPFS,XGB,micro,15,,0.9863,0.985,0.985,0.985,0.985,0.0006,0.162,3.5413,34.7657,25.162,63.469
function,WFI-XGB,RFE,XGB,micro,14,address,0.9863,0.985,0.985,0.985,0.985,0.0006,0.162,3.5413,46.4898,26.5656,76.5967
function,WFI-RF,rem_4,RF,micro,11,"solenoid, address, pressure_measurement, control_scheme",0.9865,0.985,0.985,0.985,0.985,0.0029,0.1314,7.6107,8.1132,67.4924,83.2163
function,SP,rem_2,RF,micro,13,"solenoid, control_scheme",0.9861,0.9849,0.9849,0.9849,0.9849,0.0029,0.139,0.2713,8.3521,81.3641,89.9875
function,SP,rem_2,RF,weighted,13,"solenoid, control_scheme",0.9858,0.9849,0.9844,0.9849,0.9845,0.0029,0.139,0.2713,8.3521,79.4501,88.0735
function,SP,rem_1,XGB,micro,14,control_scheme,0.986,0.9847,0.9847,0.9847,0.9847,0.0007,0.1492,0.2713,2.6469,21.5695,24.4876
function,SP,rem_1,XGB,weighted,14,control_scheme,0.9857,0.9847,0.9847,0.9847,0.9844,0.0007,0.1492,0.2713,2.6469,20.7832,23.7013
function,SP,RFE,XGB,micro,13,"function, address",0.9864,0.9846,0.9846,0.9846,0.9846,0.0007,0.1543,0.2713,36.7065,21.5005,58.4783
function,SP,RFE,XGB,weighted,13,"function, address",0.986,0.9846,0.9846,0.9846,0.9843,0.0007,0.1543,0.2713,36.7065,20.4008,57.3785
function,SP,rem_3,RF,micro,12,"solenoid, length, control_scheme",0.9865,0.9846,0.9846,0.9846,0.9846,0.0029,0.1352,0.2713,8.3521,81.7153,90.3387
function,SP,rem_3,RF,weighted,12,"solenoid, length, control_scheme",0.9862,0.9846,0.9841,0.9846,0.9842,0.0029,0.1352,0.2713,8.3521,85.8165,94.4399
function,WFI-RF,RFE,XGB,micro,13,"length, address",0.9863,0.9844,0.9844,0.9844,0.9844,0.0006,0.1505,7.6107,25.9192,15.9908,49.5207
function,WFI-RF,RFE,XGB,weighted,13,"length, address",0.986,0.9844,0.9843,0.9844,0.984,0.0006,0.1505,7.6107,25.9192,28.1839,61.7137
function,SP,rem_3,XGB,micro,12,"solenoid, length, control_scheme",0.9853,0.9834,0.9834,0.9834,0.9834,0.001,0.1696,0.2713,2.6469,21.11,24.0282
function,WFI-XGB,rem_2,XGB,micro,13,"pressure_measurement, address",0.9846,0.9834,0.9834,0.9834,0.9834,0.0006,0.1671,3.5413,2.8595,22.6737,29.0746
function,WFI-RF,rem_1,XGB,micro,14,pressure_measurement,0.9846,0.9834,0.9834,0.9834,0.9834,0.0006,0.1671,7.6107,2.7278,22.7929,33.1313
function,WFI-RF,rem_1,XGB,weighted,14,pressure_measurement,0.9841,0.9834,0.9833,0.9834,0.9829,0.0006,0.1671,7.6107,2.7278,22.5606,32.899
function,WFI-RF,rem_2,XGB,weighted,13,"pressure_measurement, address",0.9841,0.9834,0.9833,0.9834,0.9829,0.0006,0.1671,7.6107,2.7278,23.0451,33.3835
function,WFI-XGB,rem_2,XGB,weighted,13,"pressure_measurement, address",0.9841,0.9834,0.9833,0.9834,0.9829,0.0006,0.1671,3.5413,2.8595,21.1728,27.5736
function,WFI-RF,rem_2,XGB,micro,13,"pressure_measurement, address",0.9846,0.9834,0.9834,0.9834,0.9834,0.0006,0.1671,7.6107,2.7278,24.1859,34.5243
function,SP,rem_3,XGB,weighted,12,"solenoid, length, control_scheme",0.9848,0.9834,0.9833,0.9834,0.983,0.001,0.1696,0.2713,2.6469,21.6067,24.5248
function,SP,rem_2,XGB,micro,13,"solenoid, control_scheme",0.9841,0.9831,0.9831,0.9831,0.9831,0.0009,0.1824,0.2713,2.6469,20.9888,23.907
function,SP,rem_2,XGB,weighted,13,"solenoid, control_scheme",0.9836,0.9831,0.9831,0.9831,0.9827,0.0009,0.1824,0.2713,2.6469,20.9151,23.8332
function,SP,rem_4,RF,micro,11,"pump, solenoid, length, control_scheme",0.9846,0.9823,0.9823,0.9823,0.9823,0.004,0.1862,0.2713,8.3521,86.6099,95.2333
function,SP,rem_5,RF,micro,10,"pump, control_scheme, solenoid, crc_rate, length",0.9846,0.9823,0.9823,0.9823,0.9823,0.004,0.1849,0.2713,8.3521,96.7145,105.3379
function,SP,rem_5,RF,weighted,10,"pump, control_scheme, solenoid, crc_rate, length",0.9842,0.9823,0.9817,0.9823,0.9818,0.004,0.1849,0.2713,8.3521,93.1505,101.7739
function,SP,rem_4,RF,weighted,11,"pump, solenoid, length, control_scheme",0.9841,0.9823,0.9817,0.9823,0.9818,0.004,0.1862,0.2713,8.3521,87.7218,96.3452
function,WFI-RF,rem_5,RF,micro,10,"system_mode, control_scheme, solenoid, pressure_measurement, address",0.9835,0.9816,0.9816,0.9816,0.9816,0.0035,0.2117,7.6107,8.1132,67.9738,83.6976
function,WFI-RF,rem_5,RF,weighted,10,"system_mode, control_scheme, solenoid, pressure_measurement, address",0.9828,0.9816,0.9809,0.9816,0.9811,0.0035,0.2117,7.6107,8.1132,69.4951,85.219
function,WFI-XGB,rem_3,XGB,micro,12,"solenoid, pressure_measurement, address",0.9821,0.9812,0.9812,0.9812,0.9812,0.0012,0.2283,3.5413,2.8595,20.6505,27.0514
function,WFI-RF,rem_3,XGB,micro,12,"solenoid, pressure_measurement, address",0.9821,0.9812,0.9812,0.9812,0.9812,0.0012,0.2283,7.6107,2.7278,22.2222,32.5606
function,WFI-XGB,rem_4,XGB,micro,11,"solenoid, address, pressure_measurement, control_scheme",0.9831,0.9809,0.9809,0.9809,0.9809,0.0013,0.227,3.5413,2.8595,19.7719,26.1727
function,WFI-RF,rem_4,XGB,micro,11,"solenoid, address, pressure_measurement, control_scheme",0.9831,0.9809,0.9809,0.9809,0.9809,0.0013,0.227,7.6107,2.7278,21.703,32.0414
function,WFI-RF,rem_4,XGB,weighted,11,"solenoid, address, pressure_measurement, control_scheme",0.9825,0.9809,0.9805,0.9809,0.9801,0.0013,0.227,7.6107,2.7278,21.775,32.1135
function,WFI-XGB,rem_4,XGB,weighted,11,"solenoid, address, pressure_measurement, control_scheme",0.9825,0.9809,0.9805,0.9809,0.9801,0.0013,0.227,3.5413,2.8595,19.9805,26.3813
function,WFI-RF,rem_3,XGB,weighted,12,"solenoid, pressure_measurement, address",0.9814,0.9809,0.9806,0.9809,0.98,0.0008,0.2487,7.6107,2.7278,21.9699,32.3083
function,WFI-XGB,rem_3,XGB,weighted,12,"solenoid, pressure_measurement, address",0.9814,0.9809,0.9806,0.9809,0.98,0.0008,0.2487,3.5413,2.8595,20.3575,26.7583
function,SP,rem_4,XGB,micro,11,"pump, solenoid, length, control_scheme",0.9811,0.9803,0.9803,0.9803,0.9803,0.0018,0.2385,0.2713,2.6469,20.5294,23.4475
function,SP,rem_4,XGB,weighted,11,"pump, solenoid, length, control_scheme",0.9803,0.9803,0.9801,0.9803,0.9797,0.0018,0.2385,0.2713,2.6469,20.0949,23.013
function,SP,rem_5,XGB,micro,10,"pump, control_scheme, solenoid, crc_rate, length",0.9814,0.9802,0.9802,0.9802,0.9802,0.0018,0.2602,0.2713,2.6469,20.2121,23.1302
